"Date","Location","Variable","Value"
2021-03-18 15:35:00,"HM2","NO3.NO2.as.N (ppb)","375"
2021-03-18 15:35:00,"HM2","P..Tot. (ppb)","51"
2021-03-18 15:35:00,"HM2","Tot.Coliforms (MPN/100ml)","1733"
2021-03-18 15:35:00,"HM2","E.Coli (MPN/100ml)","59"
2021-04-22 13:35:00,"HM2","Water.Temp (°C)","15.2"
2021-04-22 13:35:00,"HM2","Turbidity..Form.Neph. (FNU)","9.2"
2021-04-22 13:35:00,"HM2","Dis.Oxygen.Sat (%)","91.2"
2021-04-22 13:35:00,"HM2","pH.25DegC (pH)","7.5"
2021-04-22 13:35:00,"HM2","NO3.NO2.as.N (ppb)","343"
2021-04-22 13:35:00,"HM2","P..Tot. (ppb)","52"
2021-04-22 13:35:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2021-04-22 13:35:00,"HM2","E.Coli (MPN/100ml)","178"
2021-05-20 15:15:00,"HM2","Water.Temp (°C)","13"
2021-05-20 15:15:00,"HM2","Turbidity..Form.Neph. (FNU)","7.3"
2021-05-20 15:15:00,"HM2","Dis.Oxygen.Sat (%)","87.8"
2021-05-20 15:15:00,"HM2","pH.25DegC (pH)","7.3"
2021-05-20 15:15:00,"HM2","NO3.NO2.as.N (ppb)","732"
2021-05-20 15:15:00,"HM2","P..Tot. (ppb)","66"
2021-05-20 15:15:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2021-05-20 15:15:00,"HM2","E.Coli (MPN/100ml)","1553"
2021-06-24 13:20:00,"HM2","Water.Temp (°C)","10.2"
2021-06-24 13:20:00,"HM2","Turbidity..Form.Neph. (FNU)","11"
2021-06-24 13:20:00,"HM2","Dis.Oxygen.Sat (%)","88.4"
2021-06-24 13:20:00,"HM2","pH.25DegC (pH)","7.2"
2021-06-24 13:20:00,"HM2","NO3.NO2.as.N (ppb)","1601"
2021-06-24 13:20:00,"HM2","P..Tot. (ppb)","47"
2021-06-24 13:20:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2021-06-24 13:20:00,"HM2","E.Coli (MPN/100ml)","326"
2021-07-21 14:15:00,"HM2","Water.Temp (°C)","11.4"
2021-07-21 14:15:00,"HM2","Turbidity..Form.Neph. (FNU)","20.8"
2021-07-21 14:15:00,"HM2","Dis.Oxygen.Sat (%)","85.9"
2021-07-21 14:15:00,"HM2","pH.25DegC (pH)","7.1"
2021-07-21 14:15:00,"HM2","NO3.NO2.as.N (ppb)","1562"
2021-07-21 14:15:00,"HM2","P..Tot. (ppb)","73"
2021-07-21 14:15:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2021-07-21 14:15:00,"HM2","E.Coli (MPN/100ml)","687"
2021-09-27 12:00:00,"HM2","Water.Temp (°C)","13.7"
2021-09-27 12:00:00,"HM2","Turbidity..Form.Neph. (FNU)","20.3"
2021-09-27 12:00:00,"HM2","Dis.Oxygen.Sat (%)","82"
2021-09-27 12:00:00,"HM2","pH.25DegC (pH)","6.9"
2021-09-27 12:00:00,"HM2","NO3.NO2.as.N (ppb)","1388"
2021-09-27 12:00:00,"HM2","P..Tot. (ppb)","77"
2021-09-27 12:00:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2021-09-27 12:00:00,"HM2","E.Coli (MPN/100ml)","1553"
2021-10-21 11:10:00,"HM2","Water.Temp (°C)","15.4"
2021-10-21 11:10:00,"HM2","Turbidity..Form.Neph. (FNU)","18.9"
2021-10-21 11:10:00,"HM2","Dis.Oxygen.Sat (%)","89.2"
2021-10-21 11:10:00,"HM2","pH.25DegC (pH)","7.2"
2021-10-21 11:10:00,"HM2","NO3.NO2.as.N (ppb)","814"
2021-10-21 11:10:00,"HM2","P..Tot. (ppb)","89"
2021-10-21 11:10:00,"HM2","Tot.Coliforms (MPN/100ml)","1553"
2021-10-21 11:10:00,"HM2","E.Coli (MPN/100ml)","488"
2021-12-16 12:50:00,"HM2","Water.Temp (°C)","19.2"
2021-12-16 12:50:00,"HM2","Turbidity..Form.Neph. (FNU)","25.9"
2021-12-16 12:50:00,"HM2","Dis.Oxygen.Sat (%)","83.3"
2021-12-16 12:50:00,"HM2","pH.25DegC (pH)","7.1"
2021-12-16 12:50:00,"HM2","NO3.NO2.as.N (ppb)","613"
2021-12-16 12:50:00,"HM2","P..Tot. (ppb)","148"
2021-12-16 12:50:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2021-12-16 12:50:00,"HM2","E.Coli (MPN/100ml)","1203"
2022-01-20 13:10:00,"HM2","Water.Temp (°C)","22.9"
2022-01-20 13:10:00,"HM2","Turbidity..Form.Neph. (FNU)","6.5"
2022-01-20 13:10:00,"HM2","Dis.Oxygen.Sat (%)","98.7"
2022-01-20 13:10:00,"HM2","pH.25DegC (pH)","7.8"
2022-01-20 13:10:00,"HM2","NO3.NO2.as.N (ppb)","138"
2022-01-20 13:10:00,"HM2","P..Tot. (ppb)","32"
2022-01-20 13:10:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2022-01-20 13:10:00,"HM2","E.Coli (MPN/100ml)","146"
2022-02-17 12:30:00,"HM2","Water.Temp (°C)","19.9"
2022-02-17 12:30:00,"HM2","Turbidity..Form.Neph. (FNU)","19.2"
2022-02-17 12:30:00,"HM2","Dis.Oxygen.Sat (%)","80.6"
2022-02-17 12:30:00,"HM2","pH.25DegC (pH)","7.2"
2022-02-17 12:30:00,"HM2","NO3.NO2.as.N (ppb)","739"
2022-02-17 12:30:00,"HM2","P..Tot. (ppb)","84"
2022-02-17 12:30:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2022-02-17 12:30:00,"HM2","E.Coli (MPN/100ml)","387"
2022-03-17 12:00:00,"HM2","Water.Temp (°C)","20"
2022-03-17 12:00:00,"HM2","Turbidity..Form.Neph. (FNU)","2.3"
2022-03-17 12:00:00,"HM2","Dis.Oxygen.Sat (%)","103.2"
2022-03-17 12:00:00,"HM2","pH.25DegC (pH)","7.7"
2022-03-17 12:00:00,"HM2","NO3.NO2.as.N (ppb)","221"
2022-03-17 12:00:00,"HM2","P..Tot. (ppb)","36"
2022-03-17 12:00:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2022-03-17 12:00:00,"HM2","E.Coli (MPN/100ml)","120"
2022-04-21 14:40:00,"HM2","Water.Temp (°C)","17.7"
2022-04-21 14:40:00,"HM2","Turbidity..Form.Neph. (FNU)","14"
2022-04-21 14:40:00,"HM2","Dis.Oxygen.Sat (%)","98.3"
2022-04-21 14:40:00,"HM2","pH.25DegC (pH)","7.8"
2022-04-21 14:40:00,"HM2","NO3.NO2.as.N (ppb)","454"
2022-04-21 14:40:00,"HM2","P..Tot. (ppb)","62"
2022-04-21 14:40:00,"HM2","Tot.Coliforms (MPN/100ml)","1986"
2022-04-21 14:40:00,"HM2","E.Coli (MPN/100ml)","345"
2022-05-19 14:40:00,"HM2","Water.Temp (°C)","15.7"
2022-05-19 14:40:00,"HM2","Turbidity..Form.Neph. (FNU)","27.4"
2022-05-19 14:40:00,"HM2","Dis.Oxygen.Sat (%)","87.8"
2022-05-19 14:40:00,"HM2","pH.25DegC (pH)","7.4"
2022-05-19 14:40:00,"HM2","NO3.NO2.as.N (ppb)","568"
2022-05-19 14:40:00,"HM2","P..Tot. (ppb)","97"
2022-05-19 14:40:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2022-05-19 14:40:00,"HM2","E.Coli (MPN/100ml)","921"
2022-06-21 13:51:00,"HM2","Water.Temp (°C)","11.5"
2022-06-21 13:51:00,"HM2","Turbidity..Form.Neph. (FNU)","15.3"
2022-06-21 13:51:00,"HM2","Dis.Oxygen.Sat (%)","80.4"
2022-06-21 13:51:00,"HM2","pH.25DegC (pH)","7"
2022-06-21 13:51:00,"HM2","NO3.NO2.as.N (ppb)","1698"
2022-06-21 13:51:00,"HM2","P..Tot. (ppb)","75"
2022-06-21 13:51:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2022-06-21 13:51:00,"HM2","E.Coli (MPN/100ml)","548"
2022-07-26 14:05:00,"HM2","Water.Temp (°C)","12"
2022-07-26 14:05:00,"HM2","Turbidity..Form.Neph. (FNU)","34.4"
2022-07-26 14:05:00,"HM2","Dis.Oxygen.Sat (%)","92.5"
2022-07-26 14:05:00,"HM2","pH.25DegC (pH)","7.3"
2022-07-26 14:05:00,"HM2","NO3.NO2.as.N (ppb)","1310"
2022-07-26 14:05:00,"HM2","P..Tot. (ppb)","135"
2022-07-26 14:05:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2022-07-26 14:05:00,"HM2","E.Coli (MPN/100ml)","548"
2022-08-18 14:08:00,"HM2","Water.Temp (°C)","13.4"
2022-08-18 14:08:00,"HM2","Turbidity..Form.Neph. (FNU)","19.7"
2022-08-18 14:08:00,"HM2","Dis.Oxygen.Sat (%)","92.3"
2022-08-18 14:08:00,"HM2","pH.25DegC (pH)","7.4"
2022-08-18 14:08:00,"HM2","NO3.NO2.as.N (ppb)","1220"
2022-08-18 14:08:00,"HM2","P..Tot. (ppb)","84"
2022-08-18 14:08:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2022-08-18 14:08:00,"HM2","E.Coli (MPN/100ml)","1046"
2022-09-22 11:40:00,"HM2","Water.Temp (°C)","14.6"
2022-09-22 11:40:00,"HM2","Turbidity..Form.Neph. (FNU)",NA
2022-09-22 11:40:00,"HM2","Dis.Oxygen.Sat (%)","88.3"
2022-09-22 11:40:00,"HM2","pH.25DegC (pH)",NA
2022-09-22 11:40:00,"HM2","NO3.NO2.as.N (ppb)","1071"
2022-09-22 11:40:00,"HM2","P..Tot. (ppb)","107"
2022-09-22 11:40:00,"HM2","Tot.Coliforms (MPN/100ml)","7701"
2022-09-22 11:40:00,"HM2","E.Coli (MPN/100ml)","3255"
2022-10-20 13:05:00,"HM2","Water.Temp (°C)","15.5"
2022-10-20 13:05:00,"HM2","Turbidity..Form.Neph. (FNU)","7.5"
2022-10-20 13:05:00,"HM2","Dis.Oxygen.Sat (%)","87.6"
2022-10-20 13:05:00,"HM2","pH.25DegC (pH)","7.1"
2022-10-20 13:05:00,"HM2","NO3.NO2.as.N (ppb)","1101"
2022-10-20 13:05:00,"HM2","P..Tot. (ppb)","53"
2022-10-20 13:05:00,"HM2","Tot.Coliforms (MPN/100ml)","1986"
2022-10-20 13:05:00,"HM2","E.Coli (MPN/100ml)","326"
2022-11-10 13:05:00,"HM2","Water.Temp (°C)","18.2"
2022-11-10 13:05:00,"HM2","Turbidity..Form.Neph. (FNU)","16.5"
2022-11-10 13:05:00,"HM2","Dis.Oxygen.Sat (%)","87.6"
2022-11-10 13:05:00,"HM2","pH.25DegC (pH)","7.3"
2022-11-10 13:05:00,"HM2","NO3.NO2.as.N (ppb)","797"
2022-11-10 13:05:00,"HM2","P..Tot. (ppb)","69"
2022-11-10 13:05:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2022-11-10 13:05:00,"HM2","E.Coli (MPN/100ml)","435"
2022-12-15 13:08:00,"HM2","Water.Temp (°C)","17.5"
2022-12-15 13:08:00,"HM2","Turbidity..Form.Neph. (FNU)","31.1"
2022-12-15 13:08:00,"HM2","Dis.Oxygen.Sat (%)","87.8"
2022-12-15 13:08:00,"HM2","pH.25DegC (pH)","7.2"
2022-12-15 13:08:00,"HM2","NO3.NO2.as.N (ppb)","731"
2022-12-15 13:08:00,"HM2","P..Tot. (ppb)","179"
2022-12-15 13:08:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2022-12-15 13:08:00,"HM2","E.Coli (MPN/100ml)","2419"
2023-01-19 12:45:00,"HM2","Water.Temp (°C)","21"
2023-01-19 12:45:00,"HM2","Turbidity..Form.Neph. (FNU)","36.9"
2023-01-19 12:45:00,"HM2","Dis.Oxygen.Sat (%)","88.1"
2023-01-19 12:45:00,"HM2","pH.25DegC (pH)","7.3"
2023-01-19 12:45:00,"HM2","NO3.NO2.as.N (ppb)","671"
2023-01-19 12:45:00,"HM2","P..Tot. (ppb)","108"
2023-01-19 12:45:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2023-01-19 12:45:00,"HM2","E.Coli (MPN/100ml)","517"
2023-02-16 10:55:00,"HM2","Water.Temp (°C)","18.5"
2023-02-16 10:55:00,"HM2","Turbidity..Form.Neph. (FNU)","41"
2023-02-16 10:55:00,"HM2","Dis.Oxygen.Sat (%)","76.1"
2023-02-16 10:55:00,"HM2","pH.25DegC (pH)","7"
2023-02-16 10:55:00,"HM2","NO3.NO2.as.N (ppb)","903"
2023-02-16 10:55:00,"HM2","P..Tot. (ppb)","129"
2023-02-16 10:55:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2023-02-16 10:55:00,"HM2","E.Coli (MPN/100ml)","1120"
2023-03-16 13:05:00,"HM2","Water.Temp (°C)","17.3"
2023-03-16 13:05:00,"HM2","Turbidity..Form.Neph. (FNU)","7.3"
2023-03-16 13:05:00,"HM2","Dis.Oxygen.Sat (%)","91"
2023-03-16 13:05:00,"HM2","pH.25DegC (pH)","7.4"
2023-03-16 13:05:00,"HM2","NO3.NO2.as.N (ppb)","671"
2023-03-16 13:05:00,"HM2","P..Tot. (ppb)","93"
2023-03-16 13:05:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2023-03-16 13:05:00,"HM2","E.Coli (MPN/100ml)","687"
2023-05-18 14:48:00,"HM2","Water.Temp (°C)","11.6"
2023-05-18 14:48:00,"HM2","Turbidity..Form.Neph. (FNU)","22"
2023-05-18 14:48:00,"HM2","Dis.Oxygen.Sat (%)","92.4"
2023-05-18 14:48:00,"HM2","pH.25DegC (pH)","7.2"
2023-05-18 14:48:00,"HM2","NO3.NO2.as.N (ppb)","1050"
2023-05-18 14:48:00,"HM2","P..Tot. (ppb)","104"
2023-05-18 14:48:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2023-05-18 14:48:00,"HM2","E.Coli (MPN/100ml)","416"
2023-07-26 13:47:00,"HM2","Water.Temp (°C)","10.6"
2023-07-26 13:47:00,"HM2","Turbidity..Form.Neph. (FNU)","15.6"
2023-07-26 13:47:00,"HM2","Dis.Oxygen.Sat (%)","95.8"
2023-07-26 13:47:00,"HM2","pH.25DegC (pH)","7.3"
2023-07-26 13:47:00,"HM2","NO3.NO2.as.N (ppb)","1160"
2023-07-26 13:47:00,"HM2","P..Tot. (ppb)","78"
2023-07-26 13:47:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2023-07-26 13:47:00,"HM2","E.Coli (MPN/100ml)","214"
2023-08-15 13:05:00,"HM2","Water.Temp (°C)","12.1"
2023-08-15 13:05:00,"HM2","Turbidity..Form.Neph. (FNU)","40.2"
2023-08-15 13:05:00,"HM2","Dis.Oxygen.Sat (%)","91.9"
2023-08-15 13:05:00,"HM2","pH.25DegC (pH)","7.5"
2023-08-15 13:05:00,"HM2","NO3.NO2.as.N (ppb)","921"
2023-08-15 13:05:00,"HM2","P..Tot. (ppb)","80"
2023-08-15 13:05:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2023-08-15 13:05:00,"HM2","E.Coli (MPN/100ml)","961"
2023-09-14 11:50:00,"HM2","Water.Temp (°C)","13.2"
2023-09-14 11:50:00,"HM2","Turbidity..Form.Neph. (FNU)","20.3"
2023-09-14 11:50:00,"HM2","Dis.Oxygen.Sat (%)","92.9"
2023-09-14 11:50:00,"HM2","pH.25DegC (pH)","7.5"
2023-09-14 11:50:00,"HM2","NO3.NO2.as.N (ppb)","830"
2023-09-14 11:50:00,"HM2","P..Tot. (ppb)","78"
2023-09-14 11:50:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2023-09-14 11:50:00,"HM2","E.Coli (MPN/100ml)","770"
2023-10-18 10:10:00,"HM2","Water.Temp (°C)","16.2"
2023-10-18 10:10:00,"HM2","Turbidity..Form.Neph. (FNU)","27.2"
2023-10-18 10:10:00,"HM2","Dis.Oxygen.Sat (%)","91.2"
2023-10-18 10:10:00,"HM2","pH.25DegC (pH)","7.4"
2023-10-18 10:10:00,"HM2","NO3.NO2.as.N (ppb)","937"
2023-10-18 10:10:00,"HM2","P..Tot. (ppb)","100"
2023-10-18 10:10:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2023-10-18 10:10:00,"HM2","E.Coli (MPN/100ml)","548"
2023-11-16 10:57:00,"HM2","Water.Temp (°C)","17.6"
2023-11-16 10:57:00,"HM2","Turbidity..Form.Neph. (FNU)","13.8"
2023-11-16 10:57:00,"HM2","Dis.Oxygen.Sat (%)","91.8"
2023-11-16 10:57:00,"HM2","pH.25DegC (pH)","7.6"
2023-11-16 10:57:00,"HM2","NO3.NO2.as.N (ppb)","618"
2023-11-16 10:57:00,"HM2","P..Tot. (ppb)","50"
2023-11-16 10:57:00,"HM2","Tot.Coliforms (MPN/100ml)","1414"
2023-11-16 10:57:00,"HM2","E.Coli (MPN/100ml)","150"
2023-12-13 12:20:00,"HM2","Water.Temp (°C)","18.6"
2023-12-13 12:20:00,"HM2","Turbidity..Form.Neph. (FNU)","13.6"
2023-12-13 12:20:00,"HM2","Dis.Oxygen.Sat (%)","93"
2023-12-13 12:20:00,"HM2","pH.25DegC (pH)","7.5"
2023-12-13 12:20:00,"HM2","NO3.NO2.as.N (ppb)","486"
2023-12-13 12:20:00,"HM2","P..Tot. (ppb)","63"
2023-12-13 12:20:00,"HM2","Tot.Coliforms (MPN/100ml)","2419"
2023-12-13 12:20:00,"HM2","E.Coli (MPN/100ml)","194"
2019-01-08 13:50:00,"HV3","Water.Temp (°C)","24.6"
2019-01-08 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","4"
2019-01-08 13:50:00,"HV3","Dis.Oxygen.Sat (%)","115.6"
2019-01-08 13:50:00,"HV3","pH.25DegC (pH)","8.5"
2019-01-08 13:50:00,"HV3","NO3.NO2.as.N (ppb)","113"
2019-01-08 13:50:00,"HV3","P..Tot. (ppb)","15"
2019-01-08 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","866"
2019-01-08 13:50:00,"HV3","E.Coli (MPN/100ml)","7"
2019-02-11 13:50:00,"HV3","Water.Temp (°C)","22.1"
2019-02-11 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","2.2"
2019-02-11 13:50:00,"HV3","Dis.Oxygen.Sat (%)","105.4"
2019-02-11 13:50:00,"HV3","pH.25DegC (pH)","8.6"
2019-02-11 13:50:00,"HV3","NO3.NO2.as.N (ppb)","15"
2019-02-11 13:50:00,"HV3","P..Tot. (ppb)","15"
2019-02-11 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","2419"
2019-02-11 13:50:00,"HV3","E.Coli (MPN/100ml)","30"
2019-03-05 13:50:00,"HV3","Water.Temp (°C)","21.7"
2019-03-05 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","0.78"
2019-03-05 13:50:00,"HV3","Dis.Oxygen.Sat (%)","112.5"
2019-03-05 13:50:00,"HV3","pH.25DegC (pH)","8.4"
2019-03-05 13:50:00,"HV3","NO3.NO2.as.N (ppb)","4"
2019-03-05 13:50:00,"HV3","P..Tot. (ppb)","9"
2019-03-05 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","866"
2019-03-05 13:50:00,"HV3","E.Coli (MPN/100ml)","6"
2019-04-01 14:00:00,"HV3","Water.Temp (°C)","19"
2019-04-01 14:00:00,"HV3","Turbidity..Form.Neph. (FNU)","1.5"
2019-04-01 14:00:00,"HV3","Dis.Oxygen.Sat (%)","104.7"
2019-04-01 14:00:00,"HV3","pH.25DegC (pH)","8.1"
2019-04-01 14:00:00,"HV3","NO3.NO2.as.N (ppb)","64"
2019-04-01 14:00:00,"HV3","P..Tot. (ppb)","16"
2019-04-01 14:00:00,"HV3","Tot.Coliforms (MPN/100ml)","2419"
2019-04-01 14:00:00,"HV3","E.Coli (MPN/100ml)","78"
2019-05-07 14:00:00,"HV3","Water.Temp (°C)","14.9"
2019-05-07 14:00:00,"HV3","Turbidity..Form.Neph. (FNU)","1.1"
2019-05-07 14:00:00,"HV3","Dis.Oxygen.Sat (%)","112.2"
2019-05-07 14:00:00,"HV3","pH.25DegC (pH)","8.4"
2019-05-07 14:00:00,"HV3","NO3.NO2.as.N (ppb)","34"
2019-05-07 14:00:00,"HV3","P..Tot. (ppb)","14"
2019-05-07 14:00:00,"HV3","Tot.Coliforms (MPN/100ml)","1553"
2019-05-07 14:00:00,"HV3","E.Coli (MPN/100ml)","21"
2019-06-04 13:50:00,"HV3","Water.Temp (°C)","11.2"
2019-06-04 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","6.8"
2019-06-04 13:50:00,"HV3","Dis.Oxygen.Sat (%)","100.2"
2019-06-04 13:50:00,"HV3","pH.25DegC (pH)","8"
2019-06-04 13:50:00,"HV3","NO3.NO2.as.N (ppb)","116"
2019-06-04 13:50:00,"HV3","P..Tot. (ppb)","15"
2019-06-04 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","687"
2019-06-04 13:50:00,"HV3","E.Coli (MPN/100ml)","23"
2019-07-01 13:50:00,"HV3","Water.Temp (°C)","8.89999999999998"
2019-07-01 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","2.8"
2019-07-01 13:50:00,"HV3","Dis.Oxygen.Sat (%)","100.2"
2019-07-01 13:50:00,"HV3","pH.25DegC (pH)","7.8"
2019-07-01 13:50:00,"HV3","NO3.NO2.as.N (ppb)","138"
2019-07-01 13:50:00,"HV3","P..Tot. (ppb)","14"
2019-07-01 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","166"
2019-07-01 13:50:00,"HV3","E.Coli (MPN/100ml)","5"
2019-08-05 14:00:00,"HV3","Water.Temp (°C)","9.19999999999999"
2019-08-05 14:00:00,"HV3","Turbidity..Form.Neph. (FNU)","10.2"
2019-08-05 14:00:00,"HV3","Dis.Oxygen.Sat (%)","100.9"
2019-08-05 14:00:00,"HV3","pH.25DegC (pH)","8"
2019-08-05 14:00:00,"HV3","NO3.NO2.as.N (ppb)","123"
2019-08-05 14:00:00,"HV3","P..Tot. (ppb)","20"
2019-08-05 14:00:00,"HV3","Tot.Coliforms (MPN/100ml)","214"
2019-08-05 14:00:00,"HV3","E.Coli (MPN/100ml)","31"
2019-09-02 13:55:00,"HV3","Water.Temp (°C)","12.3"
2019-09-02 13:55:00,"HV3","Turbidity..Form.Neph. (FNU)","5.1"
2019-09-02 13:55:00,"HV3","Dis.Oxygen.Sat (%)","105.9"
2019-09-02 13:55:00,"HV3","pH.25DegC (pH)","8.1"
2019-09-02 13:55:00,"HV3","NO3.NO2.as.N (ppb)","60"
2019-09-02 13:55:00,"HV3","P..Tot. (ppb)","11"
2019-09-02 13:55:00,"HV3","Tot.Coliforms (MPN/100ml)","21"
2019-09-02 13:55:00,"HV3","E.Coli (MPN/100ml)","1"
2019-10-01 13:50:00,"HV3","Water.Temp (°C)","13.5"
2019-10-01 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","9.2"
2019-10-01 13:50:00,"HV3","Dis.Oxygen.Sat (%)","108.3"
2019-10-01 13:50:00,"HV3","pH.25DegC (pH)","8.3"
2019-10-01 13:50:00,"HV3","NO3.NO2.as.N (ppb)","55"
2019-10-01 13:50:00,"HV3","P..Tot. (ppb)","17"
2019-10-01 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","575"
2019-10-01 13:50:00,"HV3","E.Coli (MPN/100ml)","35"
2019-11-04 13:50:00,"HV3","Water.Temp (°C)","19.9"
2019-11-04 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","4.2"
2019-11-04 13:50:00,"HV3","Dis.Oxygen.Sat (%)","104.1"
2019-11-04 13:50:00,"HV3","pH.25DegC (pH)","8.2"
2019-11-04 13:50:00,"HV3","NO3.NO2.as.N (ppb)","140"
2019-11-04 13:50:00,"HV3","P..Tot. (ppb)","17"
2019-11-04 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","121"
2019-11-04 13:50:00,"HV3","E.Coli (MPN/100ml)","6"
2019-12-03 13:50:00,"HV3","Water.Temp (°C)","20.6"
2019-12-03 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","2.1"
2019-12-03 13:50:00,"HV3","Dis.Oxygen.Sat (%)","120.4"
2019-12-03 13:50:00,"HV3","pH.25DegC (pH)","8.7"
2019-12-03 13:50:00,"HV3","NO3.NO2.as.N (ppb)","2"
2019-12-03 13:50:00,"HV3","P..Tot. (ppb)","11"
2019-12-03 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","980"
2019-12-03 13:50:00,"HV3","E.Coli (MPN/100ml)","12"
2020-01-13 13:50:00,"HV3","Water.Temp (°C)","22.8"
2020-01-13 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","0.9"
2020-01-13 13:50:00,"HV3","Dis.Oxygen.Sat (%)","113.1"
2020-01-13 13:50:00,"HV3","pH.25DegC (pH)","8.5"
2020-01-13 13:50:00,"HV3","NO3.NO2.as.N (ppb)","2"
2020-01-13 13:50:00,"HV3","P..Tot. (ppb)","10"
2020-01-13 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","816"
2020-01-13 13:50:00,"HV3","E.Coli (MPN/100ml)","9"
2020-02-10 13:55:00,"HV3","Water.Temp (°C)","24.1"
2020-02-10 13:55:00,"HV3","Turbidity..Form.Neph. (FNU)","0.55"
2020-02-10 13:55:00,"HV3","Dis.Oxygen.Sat (%)","125.5"
2020-02-10 13:55:00,"HV3","pH.25DegC (pH)","8.7"
2020-02-10 13:55:00,"HV3","NO3.NO2.as.N (ppb)","1"
2020-02-10 13:55:00,"HV3","P..Tot. (ppb)","11"
2020-02-10 13:55:00,"HV3","Tot.Coliforms (MPN/100ml)","687"
2020-02-10 13:55:00,"HV3","E.Coli (MPN/100ml)","3"
2020-03-02 13:50:00,"HV3","Water.Temp (°C)","20.6"
2020-03-02 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","0.95"
2020-03-02 13:50:00,"HV3","Dis.Oxygen.Sat (%)","150.8"
2020-03-02 13:50:00,"HV3","pH.25DegC (pH)","8.9"
2020-03-02 13:50:00,"HV3","NO3.NO2.as.N (ppb)","16"
2020-03-02 13:50:00,"HV3","P..Tot. (ppb)","25"
2020-03-02 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","2419"
2020-03-02 13:50:00,"HV3","E.Coli (MPN/100ml)","28"
2020-05-05 13:50:00,"HV3","Water.Temp (°C)","8"
2020-05-05 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","6.6"
2020-05-05 13:50:00,"HV3","Dis.Oxygen.Sat (%)","100.6"
2020-05-05 13:50:00,"HV3","pH.25DegC (pH)","8.5"
2020-05-05 13:50:00,"HV3","NO3.NO2.as.N (ppb)","179"
2020-05-05 13:50:00,"HV3","P..Tot. (ppb)","26"
2020-05-05 13:50:00,"HV3","Tot.Coliforms (MPN/100ml)","2419"
2020-05-05 13:50:00,"HV3","E.Coli (MPN/100ml)","276"
2020-06-02 13:45:00,"HV3","Water.Temp (°C)","13.6"
2020-06-02 13:45:00,"HV3","Turbidity..Form.Neph. (FNU)","105"
2020-06-02 13:45:00,"HV3","Dis.Oxygen.Sat (%)","98.1"
2020-06-02 13:45:00,"HV3","pH.25DegC (pH)","8"
2020-06-02 13:45:00,"HV3","NO3.NO2.as.N (ppb)","231"
2020-06-02 13:45:00,"HV3","P..Tot. (ppb)","116"
2020-06-02 13:45:00,"HV3","Tot.Coliforms (MPN/100ml)","2419"
2020-06-02 13:45:00,"HV3","E.Coli (MPN/100ml)","517"
2020-07-06 13:50:00,"HV3","Water.Temp (°C)","10.4"
2020-07-06 13:50:00,"HV3","Turbidity..Form.Neph. (FNU)","22.5"
